Electronic Nose Data Export
Sample Name,bismillah
Sample Type,Bunga Kenanga
Export Date,2025-12-11T04:00:01.046308
Mode,Auto FSM
Number of Points,1325

Time (s),GM-NO2 (Nitrogen Dioxide),GM-C2H5OH (Ethanol),GM-VOC (Volatile Org),GM-CO (Carbon Monoxide),MiCS-CO (Approximation),MiCS-Ethanol (Approximation),MiCS-VOC (Approximation)
43.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
43.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
44.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
44.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
44.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
44.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
45.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
45.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
45.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
45.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
46.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
46.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
46.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
46.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
47.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
47.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
47.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
47.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
48.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
48.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
48.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
48.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
49.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
49.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
49.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
49.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
50.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
50.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
50.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
50.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
51.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
51.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
51.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
51.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
52.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
52.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
52.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
52.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
53.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
53.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
53.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
53.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
54.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
54.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
54.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
54.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
55.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
55.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
55.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
55.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
56.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
56.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
56.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
56.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
57.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
57.250,0.58,0.58,0.05,0.03,2.61,1.72,0.74
57.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
57.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
58.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
58.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
58.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
58.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
59.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
