Electronic Nose Data Export
Sample Name,Final-percobaan1-sedapmalam
Sample Type,Bunga Sedap Malam
Export Date,2025-12-11T06:08:57.776103
Mode,Auto FSM
Number of Points,1329

Time (s),GM-NO2 (Nitrogen Dioxide),GM-C2H5OH (Ethanol),GM-VOC (Volatile Org),GM-CO (Carbon Monoxide),MiCS-CO (Approximation),MiCS-Ethanol (Approximation),MiCS-VOC (Approximation)
44.750,0.78,0.77,0.16,0.03,2.57,1.69,0.73
45.000,0.78,0.77,0.16,0.03,2.56,1.68,0.73
45.250,0.78,0.77,0.16,0.03,2.57,1.69,0.73
45.500,0.78,0.77,0.16,0.03,2.56,1.68,0.73
45.750,0.78,0.77,0.16,0.03,2.56,1.68,0.73
46.000,0.78,0.77,0.16,0.03,2.57,1.69,0.73
46.250,0.78,0.77,0.16,0.03,2.57,1.69,0.73
46.500,0.78,0.77,0.16,0.03,2.56,1.68,0.73
46.750,0.78,0.77,0.16,0.03,2.57,1.69,0.73
47.000,0.78,0.77,0.16,0.03,2.57,1.69,0.73
47.250,0.78,0.77,0.16,0.03,2.57,1.69,0.73
47.500,0.77,0.77,0.15,0.03,2.57,1.69,0.73
47.750,0.78,0.77,0.15,0.03,2.56,1.68,0.73
48.000,0.78,0.77,0.15,0.03,2.56,1.68,0.73
48.250,0.77,0.77,0.15,0.03,2.56,1.68,0.73
48.500,0.77,0.77,0.15,0.03,2.57,1.69,0.73
48.750,0.77,0.76,0.15,0.03,2.56,1.68,0.73
49.000,0.77,0.76,0.15,0.03,2.56,1.68,0.73
49.250,0.77,0.76,0.15,0.03,2.56,1.68,0.73
49.500,0.77,0.76,0.15,0.03,2.57,1.69,0.73
49.750,0.77,0.76,0.15,0.03,2.57,1.69,0.73
50.000,0.77,0.76,0.15,0.03,2.57,1.69,0.73
50.250,0.77,0.76,0.15,0.03,2.57,1.69,0.73
50.500,0.77,0.76,0.15,0.03,2.57,1.69,0.73
50.750,0.77,0.76,0.15,0.03,2.57,1.69,0.73
51.000,0.77,0.76,0.15,0.03,2.56,1.68,0.73
51.250,0.77,0.76,0.15,0.03,2.57,1.69,0.73
51.500,0.77,0.76,0.15,0.03,2.56,1.68,0.73
51.750,0.77,0.76,0.15,0.03,2.56,1.68,0.73
52.000,0.77,0.76,0.15,0.03,2.56,1.68,0.73
52.250,0.77,0.76,0.15,0.03,2.57,1.69,0.73
52.500,0.77,0.76,0.15,0.03,2.56,1.68,0.73
52.750,0.77,0.76,0.15,0.03,2.56,1.68,0.73
53.000,0.78,0.76,0.15,0.03,2.56,1.68,0.73
53.250,0.78,0.76,0.15,0.03,2.57,1.69,0.73
53.500,0.78,0.76,0.15,0.03,2.57,1.69,0.73
53.750,0.78,0.76,0.15,0.03,2.56,1.68,0.73
54.000,0.78,0.76,0.15,0.03,2.57,1.69,0.73
54.250,0.78,0.76,0.15,0.03,2.57,1.69,0.73
54.500,0.78,0.76,0.15,0.03,2.57,1.69,0.73
54.750,0.78,0.76,0.15,0.03,2.57,1.69,0.73
55.000,0.78,0.77,0.15,0.03,2.56,1.68,0.73
55.250,0.79,0.77,0.15,0.03,2.57,1.69,0.73
55.500,0.79,0.77,0.15,0.03,2.57,1.69,0.73
55.750,0.79,0.77,0.15,0.03,2.57,1.69,0.73
